Name,Partner_Type__c,Product__c,AgencyCode__c,BillingAddress.City,Bank_Ac_No__c,AccountNumber,Status__c,RecordTypeId
SHREE GANESH AUTO,Dealer,TW,8595,390,SHREE GANESH AUTO,2.46211E+14,A,012S4000000ykWDIAY
